Study ID,Title,Citation,Study Type,Sampling Method,Study Population,Study population category,Case Definition,Case definition category,Date Start,Date End,Study Context,Outbreak Description,Notes,Entry ID,Entry Description,Country ISO3 Code,GADM Admin 0,"GADM Admin 1, when available","GADM Admin 2, when available","GADM Admin 3, when available",Precise Place Name,Urban or Rural,Location Description,Care Seeking Questions,Multiple Choices,Timing of care seeking,Regarding self or child,Recall time (in days),Facility or location sought as written in transcript,Type of care facility sought (standardized),N surveyed if they WOULD seek care,N who said they WOULD seek care,N surveyed if they DID seek care,N who actually DID seek care,Additional Information,Age lower (of individual with diarrhea in years),Age Upper (of individual with diarrhea in years),Proportion of individuals with diarrhea <5 years old,Sex (of individual with diarrhea),Diarrhea severity,Diarrhea symptoms,Nutrition Status,Overlapping Study,Percents converted to numbers,Comments,Extractor Initials,Status,Primary dataset,Stratified time,Stratified geographic location,Stratified urban rural,Stratified age,Stratified sex,Stratified severity,Overlaps checked,Overlaps Decision,Is this data internally consistent?,Was the sample size justified?,Was the non-response rate reported?,Non-response description,Comments
41,"Health Care-Seeking Behavior During Childhood Diarrheal Illness: Results of Health Care Utilization and Attitudes Surveys of Caretakers in Western Kenya, 2007–2010",10.4269%2Fajtmh.12-0755,Survey,Simple random,Caretakers of children under 5 years old,Caregiver,Diarrhea: more than or equal to three loose stools within the previous 24 hours,Diarrhea (3+ loose/liquid stools),04/25/2007,05/09/2007,,no outbreak description,Healthcare Utilization and Attitudes Surveys (HUAS) were conducted prior to the Global Enteric Multicenter Study (GEMS),41_m,HUAS,KEN,Kenya,Siaya,"Bondo, Gem",,"Asembo, Gem",Rural,This region reports the highest adult human immunodeficiency virus (HIV) prevalence rates (approximately 15%) in Kenya. Malaria transmission is high and holoendemic.,Where was treatment first sought?,0,First source,Child,14,Licensed provider,Hospital/Clinic,,,275,133,,,4,1,,,,,1,1,,MHM,Complete,1,0,0,0,0,0,0,1,Overlaps with study #40; 41 marked as primary dataset due to concerns about validity of care seeking in study #40 as care-seeking in table 3 was converted from weighted percentages to numbers. #41 additionally has care seeking information stratified by age and sex.,1,1,1,"1298 caretakers approached, 1043 interviews conducted Figure 2, Study enrollment. procedures",Sample size justification referenced to another study
41,"Health Care-Seeking Behavior During Childhood Diarrheal Illness: Results of Health Care Utilization and Attitudes Surveys of Caretakers in Western Kenya, 2007–2010",10.4269%2Fajtmh.12-0755,Survey,Simple random,Caretakers of children under 5 years old,Caregiver,Diarrhea: more than or equal to three loose stools within the previous 24 hours,Diarrhea (3+ loose/liquid stools),04/25/2007,05/09/2007,,no outbreak description,Healthcare Utilization and Attitudes Surveys (HUAS) were conducted prior to the Global Enteric Multicenter Study (GEMS),41_m,HUAS,KEN,Kenya,Siaya,"Bondo, Gem",,"Asembo, Gem",Rural,This region reports the highest adult human immunodeficiency virus (HIV) prevalence rates (approximately 15%) in Kenya. Malaria transmission is high and holoendemic.,Where was treatment first sought?,0,First source,Child,14,Unlicensed provider,Other,,,275,24,,,4,1,,,,,1,1,,MHM,Complete,1,0,0,0,0,0,0,1,Overlaps with study #40; 41 marked as primary dataset due to concerns about validity of care seeking in study #40 as care-seeking in table 3 was converted from weighted percentages to numbers. #41 additionally has care seeking information stratified by age and sex.,1,1,1,"1298 caretakers approached, 1043 interviews conducted Figure 2, Study enrollment. procedures",Sample size justification referenced to another study
41,"Health Care-Seeking Behavior During Childhood Diarrheal Illness: Results of Health Care Utilization and Attitudes Surveys of Caretakers in Western Kenya, 2007–2010",10.4269%2Fajtmh.12-0755,Survey,Simple random,Caretakers of children under 5 years old,Caregiver,Diarrhea: more than or equal to three loose stools within the previous 24 hours,Diarrhea (3+ loose/liquid stools),04/25/2007,05/09/2007,,no outbreak description,Healthcare Utilization and Attitudes Surveys (HUAS) were conducted prior to the Global Enteric Multicenter Study (GEMS),41_m,HUAS,KEN,Kenya,Siaya,"Bondo, Gem",,"Asembo, Gem",Rural,This region reports the highest adult human immunodeficiency virus (HIV) prevalence rates (approximately 15%) in Kenya. Malaria transmission is high and holoendemic.,Where was treatment first sought?,0,First source,Child,14,Pharmacy,Pharmacy,,,275,58,,,4,1,,,,,1,1,,MHM,Complete,1,0,0,0,0,0,0,1,Overlaps with study #40; 41 marked as primary dataset due to concerns about validity of care seeking in study #40 as care-seeking in table 3 was converted from weighted percentages to numbers. #41 additionally has care seeking information stratified by age and sex.,1,1,1,"1298 caretakers approached, 1043 interviews conducted Figure 2, Study enrollment. procedures",Sample size justification referenced to another study
41,"Health Care-Seeking Behavior During Childhood Diarrheal Illness: Results of Health Care Utilization and Attitudes Surveys of Caretakers in Western Kenya, 2007–2010",10.4269%2Fajtmh.12-0755,Survey,Simple random,caretakers of children under 5 years old,Caregiver,Diarrhea: more than or equal to three loose stools within the previous 24 hours,Diarrhea (3+ loose/liquid stools),04/25/2007,05/09/2007,,no outbreak description,Healthcare Utilization and Attitudes Surveys (HUAS) were conducted prior to the Global Enteric Multicenter Study (GEMS),41_n,HUAS; 0-11 months,KEN,Kenya,Siaya,"Bondo, Gem",,"Asembo, Gem",Rural,This region reports the highest adult human immunodeficiency virus (HIV) prevalence rates (approximately 15%) in Kenya. Malaria transmission is high and holoendemic.,Was care sought outside the home?,0,Any care,Child,14,Sought care outside the home,Any care outside home,,,112,76,,0,0.92,1,,,,,1,0,,MHM,Complete,0,0,0,0,1,0,0,1,Overlaps with study #40; 41 marked as primary dataset due to concerns about validity of care seeking in study #40 as care-seeking in table 3 was converted from weighted percentages to numbers. Care seeking with more specific facility information selected as primary dataset rather than any care data which is stratified by sex/age,1,1,1,"1298 caretakers approached, 1043 interviews conducted Figure 2, Study enrollment. procedures",Sample size justification referenced to another study
41,"Health Care-Seeking Behavior During Childhood Diarrheal Illness: Results of Health Care Utilization and Attitudes Surveys of Caretakers in Western Kenya, 2007–2010",10.4269%2Fajtmh.12-0755,Survey,Simple random,caretakers of children under 5 years old,Caregiver,Diarrhea: more than or equal to three loose stools within the previous 24 hours,Diarrhea (3+ loose/liquid stools),04/25/2007,05/09/2007,,no outbreak description,Healthcare Utilization and Attitudes Surveys (HUAS) were conducted prior to the Global Enteric Multicenter Study (GEMS),41_o,HUAS; 12-23 months,KEN,Kenya,Siaya,"Bondo, Gem",,"Asembo, Gem",Rural,This region reports the highest adult human immunodeficiency virus (HIV) prevalence rates (approximately 15%) in Kenya. Malaria transmission is high and holoendemic.,Was care sought outside the home?,0,Any care,Child,14,Sought care outside the home,Any care outside home,,,108,90,,1,1,1,,,,,1,0,,MHM,Complete,0,0,0,0,1,0,0,1,Overlaps with study #40; 41 marked as primary dataset due to concerns about validity of care seeking in study #40 as care-seeking in table 3 was converted from weighted percentages to numbers. Care seeking with more specific facility information selected as primary dataset rather than any care data which is stratified by sex/age,1,1,1,"1298 caretakers approached, 1043 interviews conducted Figure 2, Study enrollment. procedures",Sample size justification referenced to another study
41,"Health Care-Seeking Behavior During Childhood Diarrheal Illness: Results of Health Care Utilization and Attitudes Surveys of Caretakers in Western Kenya, 2007–2010",10.4269%2Fajtmh.12-0755,Survey,Simple random,caretakers of children under 5 years old,Caregiver,Diarrhea: more than or equal to three loose stools within the previous 24 hours,Diarrhea (3+ loose/liquid stools),04/25/2007,05/09/2007,,no outbreak description,Healthcare Utilization and Attitudes Surveys (HUAS) were conducted prior to the Global Enteric Multicenter Study (GEMS),41_p,HUAS; 24-59 months,KEN,Kenya,Siaya,"Bondo, Gem",,"Asembo, Gem",Rural,This region reports the highest adult human immunodeficiency virus (HIV) prevalence rates (approximately 15%) in Kenya. Malaria transmission is high and holoendemic.,Was care sought outside the home?,0,Any care,Child,14,Sought care outside the home,Any care outside home,,,55,48,,2,4,1,,,,,1,0,,MHM,Complete,0,0,0,0,1,0,0,1,Overlaps with study #40; 41 marked as primary dataset due to concerns about validity of care seeking in study #40 as care-seeking in table 3 was converted from weighted percentages to numbers. Care seeking with more specific facility information selected as primary dataset rather than any care data which is stratified by sex/age,1,1,1,"1298 caretakers approached, 1043 interviews conducted Figure 2, Study enrollment. procedures",Sample size justification referenced to another study
41,"Health Care-Seeking Behavior During Childhood Diarrheal Illness: Results of Health Care Utilization and Attitudes Surveys of Caretakers in Western Kenya, 2007–2010",10.4269%2Fajtmh.12-0755,Survey,Simple random,caretakers of children under 5 years old,Caregiver,Diarrhea: more than or equal to three loose stools within the previous 24 hours,Diarrhea (3+ loose/liquid stools),04/25/2007,05/09/2007,,no outbreak description,Healthcare Utilization and Attitudes Surveys (HUAS) were conducted prior to the Global Enteric Multicenter Study (GEMS),41_q,HUAS; male,KEN,Kenya,Siaya,"Bondo, Gem",,"Asembo, Gem",Rural,This region reports the highest adult human immunodeficiency virus (HIV) prevalence rates (approximately 15%) in Kenya. Malaria transmission is high and holoendemic.,Was care sought outside the home?,0,Any care,Child,14,Sought care outside the home,Any care outside home,,,157,123,,0,4,1,Male,,,,1,0,,MHM,Complete,0,0,0,0,0,1,0,1,Overlaps with study #40; 41 marked as primary dataset due to concerns about validity of care seeking in study #40 as care-seeking in table 3 was converted from weighted percentages to numbers. Care seeking with more specific facility information selected as primary dataset rather than any care data which is stratified by sex/age,1,1,1,"1298 caretakers approached, 1043 interviews conducted Figure 2, Study enrollment. procedures",Sample size justification referenced to another study
41,"Health Care-Seeking Behavior During Childhood Diarrheal Illness: Results of Health Care Utilization and Attitudes Surveys of Caretakers in Western Kenya, 2007–2010",10.4269%2Fajtmh.12-0755,Survey,Simple random,caretakers of children under 5 years old,Caregiver,Diarrhea: more than or equal to three loose stools within the previous 24 hours,Diarrhea (3+ loose/liquid stools),04/25/2007,05/09/2007,,no outbreak description,Healthcare Utilization and Attitudes Surveys (HUAS) were conducted prior to the Global Enteric Multicenter Study (GEMS),41_r,HUAS; female,KEN,Kenya,Siaya,"Bondo, Gem",,"Asembo, Gem",Rural,This region reports the highest adult human immunodeficiency virus (HIV) prevalence rates (approximately 15%) in Kenya. Malaria transmission is high and holoendemic.,Was care sought outside the home?,0,Any care,Child,14,Sought care outside the home,Any care outside home,,,118,91,,0,4,1,Female,,,,1,0,,MHM,Complete,0,0,0,0,0,1,0,1,Overlaps with study #40; 41 marked as primary dataset due to concerns about validity of care seeking in study #40 as care-seeking in table 3 was converted from weighted percentages to numbers. Care seeking with more specific facility information selected as primary dataset rather than any care data which is stratified by sex/age,1,1,1,"1298 caretakers approached, 1043 interviews conducted Figure 2, Study enrollment. procedures",Sample size justification referenced to another study
42,Danger signs of neonatal illnesses: perceptions of caregivers and health workers in northern India,10.2471/blt.05.029207,Survey,Simple random,Primary caregivers of o a newborn within the last 6 months who were permanent residents of the village,Caregiver,,No explicit diarrhea definition,05/01/2005,11/30/2005,"At time of the study, IMNCI had not been introduced in the area",No outbreak description,"Sampling from May through November 2005, exact dates assumed",42_a,All data,IND,India,Uttar Pradesh,Lucknow,Lucknow,Sarojaninagar,Both,80% of Sarojaninagar is rural; consists of 190 villages,"After recognition of signs of diarrhea, would you seek medical care?",0,Any care,Child,,Any medical care,Any care outside home,131,86,,,,,0.42,1,,,,,0,0,,MHM,Complete,1,0,0,0,0,0,0,1,,N/a,1,0,Not reported,Data reported only once
43,"Knowledge, Attitudes and Practices on Cholera and Water, Sanitation, and Hygiene among Internally Displaced Persons in Cabo Delgado Province, Mozambique.",doi.org/10.4269/ajtmh.22-0396,Survey,Simple random,Internally displaced persons living within specified relocation sites in Cabo Delgado,Internally Displaced Person,Cholera,Cholera (watery diarrhea),01/01/2022,03/31/2022,"Since 2017, Mozambique has been facing a severe humanitarian crisis due to ongoing conflicts and natural disasters.",No outbreak description,,43_a,All data,MOZ,Mozambique,Cabo Delgado,"Ancuabe, Chiure, Mecufi, Metuge, Montepuez, Pemba",,,IDP Camp (Internally Displaced Person) or Refugee Camp,,"If you had cholera, would you go to a traditional healer?",1,Any care,Self,,Traditional Healer,Traditional Healer,440,19,,,"Used a Likert-scale; Answers of ""neither"" agree/disgaree"", ""disagree"" and ""strongly disagree"" counted as no",18,,0,,Cholera,,,0,0,342/440 respondents female,MHM,Complete,1,0,0,0,0,0,0,1,,1,0,0,Not reported,
43,"Knowledge, Attitudes and Practices on Cholera and Water, Sanitation, and Hygiene among Internally Displaced Persons in Cabo Delgado Province, Mozambique.",doi.org/10.4269/ajtmh.22-0396,Survey,Simple random,Internally displaced persons living within specified relocation sites in Cabo Delgado,Internally Displaced Person,Cholera,Cholera (watery diarrhea),01/01/2022,03/31/2022,"Since 2017, Mozambique has been facing a severe humanitarian crisis due to ongoing conflicts and natural disasters.",No outbreak description,,43_a,All data,MOZ,Mozambique,Cabo Delgado,"Ancuabe, Chiure, Mecufi, Metuge, Montepuez, Pemba",,,IDP Camp (Internally Displaced Person) or Refugee Camp,,"If you had cholera, would you go to the cholera treatment center/hospital?",1,Any care,Self,,Cholera treatment center/hospital,Hospital/Clinic,440,437,,,"Used a Likert-scale; Answers of ""neither"" agree/disgaree"", ""disagree"" and ""strongly disagree"" counted as no",18,,0,,Cholera,,,0,0,342/440 respondents female,MHM,Complete,1,0,0,0,0,0,0,1,,1,0,0,Not reported,
44,"Knowledge of danger signs in newborns and health seeking practices of mothers and care givers in Enugu state, South-East Nigeria Neonatology and Fetal Medicine",doi.org/10.1186/s13052-015-0127-5,Survey,Simple random,Women who had babies less than 2 years of age and/or had nursed a baby in the past 2 years,Caregiver,,No explicit diarrhea definition,12/01/2013,09/30/2014,,No outbreak description,"Sampling from December 2013 through September 2014, exact dates assumed",44_a,All data,NGA,Nigeria,Enugu,,,,Both,"Across 4 local government areas (2 urban, 2 rural) ",Did you seek medical care when diarrhea was experienced?,0,Any care,Child,,Sought medical care,Any care outside home,,,20,14,,,1,1,,,,,0,0,,MHM,Complete,1,0,0,0,0,0,0,1,,1,1,0,Not reported,
45,"A community-based cluster survey on preferences for treatment of diarrhoea and dysentery in Zhengding county, Hebei province, China.",PMID:15473513,Survey,Cluster,Household head or representative of those living in the catchment areas of the passive surveillance study across five townships in Zhengding,Head of household,"Diarrhea: three or more loose bowel movements during a 24-hour period  
Dysentery: any loose bowel movements containing visible blood",Diarrhea (3+ loose/liquid stools),10/11/2001,10/21/2001,Survey took place during initiation of two-year passive surveillance study for shigellosis,No outbreak description,,45_a,child with diarrhea,CHN,China,Hebei,Shijiazhuang,Zhengding,"Nan-Niu, Nan-Gag, Quan-Cheng, Wu-Xing, Yong-An",Rural,,Was care received?,0,Any care,Child,28,Village clinic,Hospital/Clinic,,,7,6,,,4,1,,Diarrhea,,,1,0,,MHM,Complete,1,0,0,0,1,0,1,1,"Diarrhea and dysentary overlap, diarrhea marked as primary",1,0,0,Not reported,
